premise,entailment,contradiction,ent_score,contra_score,margin
older men talking and standing around.,The older men are visiting with each other.,The men are walking to their cars in silence.,0.718436,0.263718,0.454718
"A man with white tennis shoes and an orange jacket, is sitting in a lawn chair.",a man is sitting in a lawn chair,a woman is sitting in a lawn chair,0.700995,0.485091,0.215904
Three women in festive dresses are dancing in a large city street while a large crowd is behind them holding up a banner.,Three women dance in front of a large crowd,Three men tapdance in front of people,0.766777,0.454101,0.312675
A woman in a blue tank-top rides a blue bicycle in front of a crowd of meandering pedestrians.,A woman rides a bike in front of a crowd,A man rides a bike in front of a crowd,0.728768,0.482078,0.246690
A crowd of people walking on a pavement at night.,It is the evening.,The crowd of people are running.,0.426021,0.375719,0.050301
A couple is a standing together the woman is adjusting a flower on the man's lapel and they are dressed in wedding apparel.,People are going to a wedding.,People are naked.,0.533344,0.148905,0.384440
a woman applies makeup to a woman in black.,The woman is putting makeup on the woman in black.,The woman is putting tanner on herself.,0.908634,0.346859,0.561774
"At a convention, a man takes a phone call behind the booth where he is selling things while others examine his merchandise.",A man is at a booth.,The man is walking outside.,0.683798,0.144734,0.539064
One man dressed in a martial arts uniform kicks another man dressed the same way in the groin while an umpire and audience looks on.,One man kicks another in the groin.,The man kicks the umpire.,0.716082,0.645145,0.070937
"A young boy in a Cookie Monster t-shirt sits on the ground on a fall day, holding a fallen leaf in his hand as an expression of joy lights up on his face.",A young boy is playing in a pile of leaves.,A young boy is standing indoors.,0.579666,0.319938,0.259728
A shirtless man is sitting on a chair on the sidewalk reading a book.,A man is reading outdoors.,A man is ice skating.,0.573408,0.166329,0.407079
A man in a beige trench coat is walking in the rain.,A gentleman wearing a beige trench coat is walking in the rain.,A man in a blue shirt is sitting in the rain.,0.962820,0.566727,0.396093
A man and a woman are walking next to a flower display case and an escalator.,Two people are walking.,Two women are standing still talking.,0.588553,0.127087,0.461466
"A young female student, wearing an owl t-shirt, works on an experiment by filling her test tubes.",The female student worked on the experiment.,The student was wearing a wolf t-shirt.,0.772764,0.502226,0.270538
An old man and a child walk together along a pathway near a building.,Two people are walking together.,There are no people walking.,0.629410,0.303973,0.325437
A woman prays while a young girl lights a fire,The woman is praying.,The woman and girl are sleeping.,0.700382,0.294254,0.406129
Two men pause on a rock while hiking in barren terrain.,Two men are hiking outdoors.,Two men are in a kayak.,0.738659,0.355388,0.383271
A young dark-haired woman crouches on the banks of a river while washing dishes.,A woman washes dishes.,A man cuts his hair.,0.595897,0.004805,0.591092
A man and woman are drinking at a bar.,Two people are having drinks,Two people are slapping each other,0.605105,0.303699,0.301406
"Three sisters, barefoot in pink dresses and who range in age from preschool to teenager are pictured on a beach as they look out at the Ocean.","Three sisters, barefoot in pink dresses and who range in age from preschool to teenager","Three sisters, barefoot in pink dresses and who range in age from preschool to 90",0.775389,0.757935,0.017454
A woman in a yellow dress transporting picked food from the fields to wherever it may need to go.,A woman transports her crops from the fields,A man transports his crops from the field,0.693271,0.464312,0.228958
A reson is in a blue canoe in front of some plants.,a blue canoe in front of some plants,a blue canoe inside of some plants,0.924064,0.888940,0.035124
Five people in cowboy hats are on horses at a rodeo show.,People are riding horses.,The horses are running off without riders.,0.610820,0.345225,0.265595
Four females wearing helments are riding on an ATV.,Four women are driving an all terrain vehicle.,Three men are driving motor scooters.,0.644542,0.229481,0.415061
A race dog numbered six is midair.,The dog is in midair,A cat is numbered six,0.622958,0.536407,0.086551
A young man is riding a dirt bike while standing up.,The young man stands on the pedals of his dirt bike.,A young man takes a helicopter to work.,0.871544,0.368424,0.503120
A man and three kids walk up a paved hill.,People are walking outside.,A woman walks her children home from school.,0.504453,0.245935,0.258518
A little girl in brown is playing with two hula-hoops.,The girl has several toys.,The person playing with hula-hoops is male.,0.574292,0.628277,-0.053985
"A man walking in a crowd, draped in a Canadian flag.",A man is wearing a Canadian flag in the crowd.,A girl in a long dress is walking through the crowd.,0.897895,0.326559,0.571335
Man with mustache plays violin.,The man is playing an instrument.,The man is playing the tuba.,0.659325,0.386994,0.272331
A woman in a yellow shirt seated at a table.,A person is waiting at a table.,A woman is standing on top of the table dancing around.,0.536325,0.481717,0.054608
"Two black dogs on a snow covered ground, the ground appears blue in the background, one dog is jumping with feet off the ground.",The dogs are black.,The dogs are resting indoors.,0.641989,0.362544,0.279444
A man punting a football as fans from the opposing team watch in the background,A man punts a football,A man catches a football,0.763878,0.589161,0.174718
Little girl eating cake outside.,A Little girl is enjoying cake outside.,A little girl is playing in the basement.,0.920843,0.441520,0.479323
Two cyclist a man and a woman enjoy a leisurely bike ride on the cobblestone path.,The two cyclists are outdoors.,The two people are taking a stroll through a museum.,0.591682,0.261472,0.330210
Several men are sitting around a parking lot.,There is people outside.,The people are standing up.,0.285416,0.161220,0.124196
A woman in a blue jacket is drinking tea from a cup.,A woman wearing a blue jacket is drinking tea.,A woman is eating a donut.,0.958630,0.200768,0.757862
People working digging a hole.,People are outside digging a hole.,There are people covering up a hole that someone is stuck inside of.,0.881771,0.596144,0.285627
A man is looking affected by results from his poker game.,The man plays poker,The man swimming,0.716311,0.171541,0.544770
Three young women pose for the camera at a parade.,A trio of women get their picture taken.,The women went to the parade but no one took their picture.,0.709327,0.528397,0.180931
"Four young people stand in a circle conversing, while a man in white button-down shirt, coral colored pants and green hand bandage stands to the side.",The man is excluded from the conversation,The four old men talk about grapes,0.291570,0.360421,-0.068851
Two men play basketball.,Men are playing a sport together.,Two men are playing dodge ball.,0.606599,0.621349,-0.014750
A hiker pokes his head out of a tent high in the mountains.,The hiker is outside.,The hiker is swimming in a pool.,0.619676,0.336442,0.283234
A middle-aged woman pretends to be a DJ as younger people point.,People are pointing at a Middle-aged woman.,A woman is a DJ for a party in a submarine.,0.546172,0.583491,-0.037319
A young child wearing a pink top is with a female adult.,A kid is with a woman.,A kid is alone.,0.657864,0.264659,0.393205
A young woman wearing a black shirt and black shorts jumps in the air at the beach.,A women in black at the beach.,A women taking a nap at the lake.,0.725622,0.143200,0.582422
A woman building herself a sand castle.,a women is making a sand castle,the women is playing in the snow,0.852190,0.230362,0.621827
The elderly bus driver opening the door for a passenger who needs to get off.,The elderly driver opens the bus doors.,The bus driver is fast asleep behind the wheel.,0.878462,0.440896,0.437566
"Outdoors in front of a crowd, a man plays an instrument by blowing into pipes he holds up to his face.",A person playing an instrument outside.,A man sitting on the couch reading a book.,0.623912,0.052399,0.571513
"A man performs in an outdoor space, with a lot of onlookers.",The man is performing.,There is no one watching the man.,0.697935,0.256858,0.441077
A Person in a dark shirt and shorts and a white helmet is jumping a bicycle over a mound of dirt.,Someone rides a bicycle while wearing a helmet.,A person rides a bike on a sidewalk without a helmet.,0.569701,0.480753,0.088948
A man on a scenic canoe trip.,A man is on a canoe.,No one is on a canoe.,0.825518,0.396918,0.428600
"Several toddlers in a room with many toys, a yellow lamp, a window, gray carpeting and paintings.",Toddlers are in the room with toys.,Two giraffes sing a song together.,0.808682,0.080455,0.728227
Two race car drivers smile on a stage next to a female spokes model wearing a white dress and white and blue boots.,Two race car drivers are on stage,Two race car drivers are swimming on a beach,0.681143,0.365774,0.315369
A man is leaning out of a window to paint some decorative iron white.,A man is painting.,A woman paints.,0.556098,0.368786,0.187312
Two people sit facing away in a downtown scene with a motorcycle parked in front of a pool,"There are 2 people in this picture, as well as a two-wheeled vehicle.",The two people run as quickly as they can for shelter as the storm picks up and begins swirling all around them.,0.461578,0.257214,0.204363
A fisherman with his friend is setting up his pole.,Two guys get ready to fish.,A woman makes a low country boil.,0.522674,-0.008968,0.531642
A US Air-force member is handing off a little girl and her toy unicorn to a local citizen.,A person is taking a little girl with a toy from an Airman.,A marine is dancing with kids and their toys.,0.640920,0.227040,0.413880
A cyclist is performing a jump next to a black advertising banner.,Someone performing a jump with a bicycle.,A person is sleeping in a hammock.,0.651533,0.073076,0.578457
Reflections of people walking in a big city.,Several folks stroll through the city.,Musicians play a concert on a busy street.,0.680183,0.319111,0.361072
A young child is washing his hands with soap in the kitchen.,The child uses soap to wash his hands.,The young child makes faces at his teacher.,0.829778,0.345573,0.484205
A man is on the side of a mountain and hiking around huge rocks.,A man is outdoors hiking.,The man takes a nap while hiking.,0.771137,0.504584,0.266553
"A little girl in a blue dress and white shoes is sitting on her red toy tractor, in a dirt road near a fence.",The dress is blue.,The girl is standing.,0.328482,0.328829,-0.000347
A little girl in a blue dress is sitting on a red you tractor.,A girl sits on a vehicle.,The girl is riding on a truck.,0.571515,0.422131,0.149384
a blue and gray race car driving on a dirt track.,A race car is driving on a dirt track.,A race car is is driving on a paved road.,0.889141,0.669479,0.219661
A bride wearing her bridal gown is taking pictures with her colorful wedding bouquet in front of cows.,A bride is taking wedding pictures.,A groom is riding a horse.,0.753807,0.248923,0.504885
A man smiles while he holds a newborn in a church pew.,Someone holding their baby is smiling while sitting down.,A woman sitting at church and holding a baby.,0.581828,0.491475,0.090353
A brown dog is trying to retrive his orange ball that has fallen in a dirt hole.,A dog is trying to get his toy back.,A brown dog is eating meow mix from a hole.,0.530362,0.516442,0.013920
A man in a white button-up shirt looks to the side while sitting at a table by the street.,The man is sitting at the table.,A man is standing by himself outside of an office building.,0.514985,0.283004,0.231981
A young girl in a pretty pink and white blouse and shorts is participating in a soccer game with other children.,Kids are playing a soccer game.,A man is making a candy sculpture out of peppermints.,0.628875,0.011679,0.617196
"A man is signing a guitar, whose owner is smiling and has a hat with lights attached to it.",Two people are next to a guitar.,A man is signing a book for a fan.,0.484827,0.518418,-0.033591
A young man is pushing a lawn mower to mow the grass.,A guy pushes a machine through the grass.,A guy rides a lawn mower in the grass.,0.666704,0.662452,0.004252
The kid is wearing a blue jacket and standing in shallow beach water.,The kid is at the beach.,The kid is swimming in the deep ocean.,0.716393,0.515390,0.201003
"Six children at a table with a green tablecloth, five female, one male, looking at the camera, plates and condiments at the table, two empty chairs, and red roses in the background",Kids are sitting in six of the eight chairs.,Half of the children are male.,0.517591,0.386963,0.130628
A woman in a white hat and red dress holding hands with a man in a black jacket with a flower in his upper pocket.,A woman is touching the man.,The woman is alone and asleep in the car on the moon.,0.523824,-0.007426,0.531250
A group of woman wearing scarves on their heads crowd together next to a building.,A group of humans standing outside,A group of bald men outside,0.403199,0.197350,0.205849
A little girl planting her first flower in the sand.,The little girl is planting her first flower.,The little boy is planting his first worm.,0.869391,0.376915,0.492476
A girl in blue rides a horse over a tall jump.,A girl is riding a horse.,A girl is walking her dog down the street.,0.734624,0.269709,0.464914
A horse and rider are in midair as they leap over an obstacle in a wooded area with another photographer snapping pictures.,A person is riding a horse.,A person is riding a donkey through the sands of the desert.,0.441765,0.222199,0.219566
Two girls riding on an amusement part ride.,The girls are outdoors.,The girls are at school.,0.574013,0.388740,0.185273
Two girls on an amusement park ride smiling and laughing.,The two girls were happy at the amusement park,The two girls were home watching television and feeling sad,0.862042,0.285193,0.576849
A man and women walk atop a hill.,A man and woman are walking.,The man and woman are sitting.,0.688100,0.403537,0.284563
"At a little league baseball game, an umpire calls ""safe"" as a player crosses home.",A player crosses home at a little league baseball game.,A football player scores a touchdown.,0.737498,0.114617,0.622881
An old dusty car is half way in the brown water.,A car partially sticking out of water.,A man drives his car.,0.626566,0.281357,0.345209
A long-haired brown and white dog carries a snowball in his mouth.,A dog carries a snowball.,A dog carries a bone.,0.828496,0.498424,0.330072
A young man in jogging slacks is checking information on his mobile devise while listening to something on a crowded commuter rail car.,The young man is looking at his mobile device.,a man on a boat,0.566192,0.131682,0.434510
A young man in jogging slacks is checking information on his mobile devise while listening to something on a crowded commuter rail car.,a man in jogging pants checks his device,The young man is playing basketball.,0.696340,0.234939,0.461402
An african american woman with 2 young girls.,There is a woman with two girls.,There is a man with his daughters.,0.736533,0.267943,0.468590
Several people wait to checkout inside a store with a warehouse looking ceiling.,many people are waiting in a store,an elevator being serviced,0.772974,0.276586,0.496388
Three people and a white dog are sitting in the sand on a beach.,People sitting on the beach.,Three dogs and a person are sitting in the snow.,0.715093,0.556585,0.158508
"Young boy with tongue out hula hooping with two hula hoops in a crowded area, man in blue shirt stands behind him.",A boy is hula hooping while a man is behind him.,A boy is playing a clarinet.,0.816761,0.179313,0.637449
A group of women wearing bikinis are playing beach volleyball.,Women play volleyball.,Women play volleyball fully covered.,0.765578,0.704271,0.061307
A man sweeping in the street.,A man is cleaning the street.,A man is using his vaccuum to clean the street.,0.836005,0.675489,0.160516
"Male in brown leather jacket and black slacks, looking down at his phone, leaning against a brown painted box.","Male in brown leather jacket and black slacks, looking down at his phone","Male in brown leather jacket and black slacks, looking down at his giraffe",0.905327,0.645888,0.259439
"A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant.",Somebody who is depicted is wearing a costume from a movie.,Everybody that is visible is the exact same age.,0.353191,0.180872,0.172319
A woman is eating what appears to be a mussel.,The woman is about to ingest food,The woman is running in a marathon,0.606224,0.223690,0.382534
Two kids begin to make a snowman on a sunny winter day.,Two kids making a snowman.,Two penguins making a snowman.,0.904236,0.552904,0.351333
A man in a green shirt is singing karaoke while a young woman with long brownish hair stands by and listens.,A man is singing a song.,A man playing a guitar for a small crowd.,0.561771,0.266348,0.295423
Excavation of the ruins of a ancient temple.,A ancient temple is evacuated.,People line up at the temple.,0.602484,0.460886,0.141598
A dog with big ears holds a ball in his mouth.,The dog has big ears.,The dog has small ears.,0.735872,0.623935,0.111937
A man riding a red motorbike near a large crowd of people by some tents.,A man is on a motorbike.,A man is on a skateboard.,0.597052,0.240259,0.356793
A woman in a wheelchair is talking to her friend while surrounded by other people walking in the park.,The woman is outdoors.,The woman is eating a hotdog in the middle of her bedroom.,0.382172,0.003879,0.378293
Old man with gray blanket on squatting against a wall,Old man squats against a wall.,Old man stands with a blanket on his shoulder.,0.795464,0.633628,0.161836
A black dog holding an orange object in the water.,A dog holds an object in the water.,A dog is trying to peel an orange in the water.,0.872922,0.652295,0.220627
A youth is kicking a soccer ball in an empty brick area.,A human kicking.,Nobody is kicking.,0.506379,0.418113,0.088266
Four men in red vests with crosses on them ski on a mountain.,Four people are skiing,The friends are sitting in a coffee shop.,0.615097,-0.006049,0.621146
Three young girls in uniforms stand in front of a whiteboard looking at one another with one girl holding her arm out to another girl while another girl sits in her uniform in front of classroom posters and maps.,Girls standing at a whiteboard in front of class.,Girls in line for the bathroom.,0.673807,0.437361,0.236447
A woman wearing a hat and a man covering his eyes sit on benches on a boat.,A women and a man are sitting on a boat,A women and a man are dancing on the boat together.,0.736924,0.490411,0.246514
"A man in a pink shirt is stealing an old couples bike, the possibility he is a loan shark collecting his dues are high.",A couple is having there bike stolen.,A couple is giving a man a bike as a gift.,0.610694,0.447128,0.163566
"A girl in a green knit cap stands ready to push a sled, with a little boy behind her.","A person in a green knit cap stands ready to push a sled, with a little boy behind her.","A boy in a green knit cap stands ready to push a sled, with a little boy behind him.",0.917137,0.880374,0.036763
A street vendor selling his art.,A man is selling things on the street.,A man is hanging artwork inside a museum.,0.709474,0.349302,0.360172
"A person on a bike is midair, twisting his body around the handlebars, with graffiti behind him.",A person is riding a vehicle.,A person is eating a cheeseburger on a bike.,0.457690,0.397811,0.059879
A man with shoulder length dark hair sits near the rocks of a waterfront while holding a cigarette in his right hand.,A man holding a cigarette.,A bald man holds a cigarette.,0.677599,0.668488,0.009112
A boy cooking on a grill.,A grill which a boy is cooking on.,A boy sleeping under a tree.,0.960251,0.301352,0.658899
Two commandos with gun by a staircase and an old man holding a hat is sitting on the stairs.,Two soldiers carry weapons.,Two unarmed men are held hostage by an empty handed old man.,0.472855,0.390870,0.081985
A brown-haired lady dressed all in blue denim sits in a group of pigeons.,A lady in blue has birds around her.,A  brown-haired lady is riding a horse.,0.658835,0.448183,0.210653
"An old woman in a sunlit room winds rough yarn into balls, the finished yarn balls placed in a pile to her right.",A woman winds yarn into a balls next to a pile of balls,A man winds yarn into balls,0.805768,0.610739,0.195029
A group of girls in matching brown dresses and sandals dance in unison.,Girls dance together.,The girls sleep.,0.791984,0.334275,0.457709
A smiling woman is playing the violin in front of a turquoise background.,A woman is sitting and playing the violin.,a woman is playing a piano.,0.706990,0.516150,0.190839
"Two men, both have glasses, are wearing striped shirts are in the kitchen preparing a meal and washing up.",Two guys are fixing a meal in the kitchen.,Two men are talking as their wives make dinner in the kitchen.,0.666793,0.572095,0.094698
A man wearing shorts is playing an acoustic guitar while a person in the background looks the other way.,a guy plays music while others look away,two women sing opera,0.571694,0.057851,0.513844
"Many people are listening to a concert, and TV crew is recording the audience reaction.",People are listening to a concert.,A band is practicing in front of an empty room.,0.789048,0.337958,0.451090
A man in a park holding a ball.,A man is outdoors.,A man is taking a nap in bed.,0.573292,0.099807,0.473484
A sports match is taking place between one team wearing the colors red and white and another team sporting the colors black and blue.,The two teams are wearing different colors.,Two teams are refusing to play each other naked.,0.821119,0.388660,0.432459
An older man with large patches on his jeans looks on as a young man swings an axe downward toward a tree stump.,Two men are outside.,Two men are indoors playing checkers.,0.400031,0.283550,0.116481
Three ladies wearing dresses are bent down in a muddy creek gathering green plants.,Three women are outdoors.,Three females are on an airplane.,0.625180,0.262382,0.362798
a surfer is riding the waves whilst another surfer sits on his board waiting.,There are people surfing.,A surfer watches as his friend is eaten by a large shark.,0.603167,0.495763,0.107404
A middle-aged man works under the engine of a train on rail tracks.,A guy is working on a train.,A guy is driving to work.,0.732930,0.391897,0.341033
A man standing at the front of the room is pointing up while several people who are seated look towards him.,A man standing in a room is pointing up.,A man is sitting outside.,0.823278,0.241362,0.581917
A construction worker peeking out of a manhole while his coworker sits on the sidewalk smiling.,A worker is looking out of a manhole.,The workers are both inside the manhole.,0.768682,0.562809,0.205873
A group of children walking on a trail.,Children are walking.,The people are adults.,0.783854,0.232561,0.551293
A boy in a colorful hat and red shirt holding a green seed at the beach.,A boy is outdoors.,A boy is sitting on a sofa at home.,0.552511,0.107553,0.444958
"A young women, in a black shirt, is holding a bike, while a young boy is holding a skateboard.",A young woman is holding a bike while a young man is holding a skateboard.,A young woman and young boy are holding hands.,0.847535,0.601569,0.245966
"A white dog, a brown dog, and a black dog frolicking in a grassy field.",Several dogs are playing outdoors.,The dogs are eating their dinner in the kitchen.,0.646537,0.130737,0.515800
"Two men sleeping on a park bench, slumped over each other.",Two men are sleeping.,Two women are sleeping.,0.661602,0.353571,0.308031
Two men are listening to music through headphones.,Two men listen to music.,Two men play with yo-yos.,0.824435,0.265714,0.558721
A woman is smiling at a baby in a stroller in a meadow.,A woman is outdoors.,A woman is angry at the baby.,0.438926,0.475534,-0.036608
A woman carrying a shopping bag in front of Fisher's Popcorn.,a woman is shopping by fisher's popcorn,a woman is sitting in a cafe,0.862391,0.186106,0.676284
A young boy chases away two Canadian geese.,The young boy is outdoors.,The young boy is watching TV.,0.404281,0.214381,0.189899
A person is standing on top of a snow covered mountain.,A person stands on a mountain.,A person stands on a beach in Hawaii,0.849799,0.495194,0.354604
A well dressed man and woman wearing floral dress dancing.,the man is well dressed.,the man is actually a woman.,0.358793,0.316862,0.041931
Two men pull a fishing net up into their red boat.,Two men are fishing.,Two men are hunting deer.,0.679893,0.323499,0.356395
A man is wearing a hard hat and orange jacket standing in front of a red ladder.,A man stands in front of a ladder.,A man floats up a ladder.,0.790874,0.612921,0.177953
Woman reading a book in a laundry room,A woman is reading a book.,The woman is singing.,0.731872,0.163244,0.568628
"Photographed from below, a somewhat husky man wearing a white and black windowpane-plaid shirt and dark trousers is holding a little boy who is wearing orange pants and a navy-blue shirt.",The man is kinda husky.,The man is holding his daughter.,0.465418,0.292102,0.173316
Indian women playing musical chairs with white woman.,indian women playing musical chairs with white woman in out door,indain woman playing cricket with white woman,0.922714,0.645653,0.277061
women in a hat a making selling goods.,A woman is selling goods while wearing a hat.,A woman is in a bar drinking beer.,0.895580,0.199667,0.695912
"A festival displays two men dressed in red makeup and costume, while an older man has cream on his face.",Two men are dressed in makeup,The couple just filed for divorce.,0.588662,-0.089148,0.677810
Two boys sitting and eating ice cream.,The boys are eating.,The boys are asleep in their beds.,0.671387,0.232933,0.438454
Three children play on the grass under a multicolored umbrella and wearing rainbow colored outfits.,Children play on the grass surrounded by bright colors.,Children sit inside on a rainy day.,0.768336,0.401091,0.367245
A group of people on the street dancing to a four men playing various conga drums.,People are dancing in the street.,A cat is sleeping in a tree.,0.646773,-0.089800,0.736572
well dressed man and woman dancing in the street,A couple is dancing on the street.,Two man is dancing on the street.,0.821440,0.739643,0.081797
A woman in sunglasses making a pouting face while eating seafood.,A woman is eating seafood.,A woman in sunglasses is taking a stroll in the park.,0.686143,0.302073,0.384071
"A woman in white and a man in black, with an earring, are kissing.",Two people kissing.,A man brushes his teeth.,0.713742,0.173608,0.540134
Two young girls looking at Barbie dolls.,Two girls are watching dolls.,A girl and a boy are running with toys.,0.818181,0.401199,0.416982
A child in winter gear is hiding inside a cave made of snow while it is snowing.,A kid is playing in the snow.,A child in shorts is playing with stones.,0.626374,0.303934,0.322440
A dark-haired girl in a spotted shirt is pointing at a picture while sitting next to a boy in a purple shirt and jeans.,A dark-haired girl in a spotted shirt is pointing at the picture while sitting next to a boy wearing a purple shirt and jeans.,The guy broke his keyboard.,0.995344,-0.048552,1.043896
two young children on a skateboard going across a sidewalk,Two kids are playing outside.,Two young children riding on a bike.,0.602216,0.547896,0.054319
"Two fencers dressed in the sport's traditional white suit and protective mask, practice their dueling.",a pair of fencers practice together,two women play water polo,0.707903,0.241162,0.466741
People running down a two lane road.,Humans are moving fast.,People are sleeping in bed.,0.467036,0.110774,0.356263
The guys in white shirts horse around near a park.,Guys wearing white shirts play around by the park.,The girls eat their lunch at the park.,0.712126,0.147003,0.565124
A man is on the back of his friend.,A man is holding his friend.,A woman carries her young son on her back.,0.778910,0.219002,0.559907
Two women in bathing suits climb rock piles by the ocean.,Women in bathing suits climb rock piles.,Women in dresses climb lobster piles.,0.895973,0.649859,0.246114
Two women in bathing suit on large rocks at the ocean.,two women are outside,two women sit on a mountaintop,0.628617,0.484181,0.144436
Someone is taking a brown canoe down to the lake.,A person is carrying a canoe.,A person is in the hospital.,0.678991,0.142124,0.536867
Man laying on a platform outside on some rocks.,Man lays on something.,Man takes a nap on his couch.,0.710948,0.213924,0.497024
A woman is sitting in a man's lap in a brown armchair.,The woman and man are resting together in an armchair.,"The man and woman are seated separately, facing each other.",0.698892,0.516674,0.182218
A golfer has just finished swinging his club.,a human outside,a man shoveling snow,0.275928,0.078345,0.197584
A motorcycle rider is making a sharp turn.,The motorcyclist is turning.,The motorcycle ride is on a straight road.,0.756900,0.660243,0.096656
A child turning a crank with benches behind him.,The child is in front of benches.,The person is sleeping.,0.667500,0.084284,0.583216
A young woman sits crosslegged beside her purse on the grass among a crowd of dogs.,The dogs are standing around a crosslegged woman on the grass.,The woman is on the couch with the dogs.,0.651226,0.404929,0.246298
A woman in a red shirt and blue jeans is walking outside while a man in a khaki jacket is right behind her.,A man and a woman are walking outside.,A man in an army jacket is  following a woman in a pink dress.,0.624272,0.501743,0.122529
A football player in a blue and yellow uniform is tackling another player in a white and gold uniform.,A football player is wearing blue and yellow.,The football player is drinking water on the bench.,0.720288,0.230304,0.489984
A man with a dark shirt and light shorts is standing next to a person wearing a light shirt on a sidewalk.,two people stand together outside,two men stand inside a cafe,0.557743,0.292482,0.265260
A surfer wearing a red shirt takes on a huge blue wave.,Surfer in red catches a wave.,Surfer wipes out on large wave.,0.766482,0.638480,0.128002
A person is surfing on a large wave.,A person is surfing.,The dog is surfing on the wave.,0.837270,0.546582,0.290689
Ample dark-skinned man looks back at camera from behind buffet.,A man looks from behind a buffet.,A thin woman glares at you over her salad.,0.791273,0.254734,0.536539
A black dog runs along the green grass carrying a toy in its mouth.,A black dog runs through the grass carrying its toy.,A white dog is sitting under a tree.,0.908029,0.258813,0.649216
Man relaxing on a bench at the bus stop.,The man relaxes on a bench.,The man stood next to the bench.,0.771255,0.505794,0.265462
"An outside wedding ceremony for an asian couple under an umbrella, shielded from the blaring sun.",There are asian people outside.,Two old ladies reading the newspaper.,0.441256,0.014932,0.426324
A man in a yellow excavator on a construction site.,the guy is on the excavator,the orange is being peeled,0.792296,0.097338,0.694958
Four people dine at a restaurant.,four people dining,the people are at the motel sleeping,0.812293,0.123955,0.688338
"A young child with dark shoulder length hair, in a yellow shirt and pink pants, is walking eating cheerios out of a ziplock bag.",a child eats cheerios,a child sits in a chair,0.752479,0.286238,0.466241
A group of people are gathered in the woods around trees and a ladder.,People gathered in woods.,Miners work hard at gathering coal.,0.808552,0.305858,0.502694
A volleyball player hitting a ball on the beach.,A volleyball player is hitting a ball.,A soccer player is kicking a ball.,0.867912,0.498208,0.369704
A man in hat and apron flipping over his pancake by tossing it in the air back to the pan.,The male is cooking food.,The male is surfing on his day off.,0.354974,0.164565,0.190409
A young child is enjoying the water and rock scenery with their dog.,The child and dog are enjoying some fresh air.,The teenage boy is taking his cat for a walk beside the water.,0.632802,0.345246,0.287556
A man standing up in a rowboat with a bird perched on the boat.,A rowboat is out on the water with a man standing in it.,The man is pedaling a bicycle along the pier.,0.742220,0.233383,0.508837
Two dogs run around inside a fence.,Two dogs are inside a fence.,Two dogs sleep inside a fence.,0.871891,0.684260,0.187631
A man is cooking pies in the oven.,The oven has pies in it.,The oven has turkeys in it.,0.766025,0.466022,0.300003
"A woman with blond-hair and blue boots walks among a crowd of other pedestrians on a city street, looking up at something.",A woman is walking outside.,A woman is sitting in a cafe eating lunch.,0.547710,0.077152,0.470558
"A golden-colored dog, with his eyes alert, holds a brightly colored tennis ball in his mouth.",The dog is light colored,the Dog is black,0.549995,0.397264,0.152732
A baby crying about getting their diaper changed.,a baby cries while getting their diaper changed,the baby is eating,0.938898,0.358295,0.580603
A woman is tugging on a white sheet and laughing,The person is amused.,The woman is trying on a new dress.,0.530178,0.287831,0.242347
The young girl cools off by sliding on the water slide.,The girl goes down a water slide.,No one is sliding down a water slide.,0.779898,0.464644,0.315253
"Older Asian man, wearing orange robes in urban area.",The man is in a city.,The man is in a baseball uniform.,0.487259,0.177850,0.309410
People shopping at the marketplace.,People are shopping.,A woman is swimming in the ocean.,0.882884,-0.086423,0.969307
Two people are sitting in a station.,A couple of people are inside and not standing.,A jazz trio is giving a performance in the White House.,0.468351,0.124893,0.343459
Two boys are swimming underwater in a pool and a girl is swimming in the background.,There are some kids in this picture,They are playing in a sand box,0.469524,0.193187,0.276338
these two ladies are reading a sign while shading themselves from the sun with their umbrellas.,Two ladies out in the daytime,Two women use umbrellas keep themselves dry from the rain,0.539724,0.502906,0.036818
"A woman, viewed through a window, sits at a restaurant table and puts down a red shopping bag.",A woman in a restaurant.,A woman trying on a pair of black knee high stiletto boots.,0.599476,0.165830,0.433646
There is not an image here.,No image can be seen.,There is an image here.,0.606970,0.691005,-0.084035
A bundled boy sleds down the slope.,A boy is sledding,A boy is surfing,0.786197,0.273556,0.512642
Two men in uniforms are in soccer field behind a line waiting to play.,two men waiting to play soccer,two men waiting for the bus,0.779631,0.390292,0.389339
A woman playing with her cats while taking pictures.,A woman is spending time with her cats.,A woman is playing with her dolls.,0.774927,0.343292,0.431636
"A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo.","A female with clothes on is on a moving vehicle, waving her hands left to right in the air.",The young woman is sleeping in bed.,0.461221,0.053744,0.407477
A young woman holding a newborn in her arms while still wearing her hospital bracelet laying on a hospital bed.,A young woman is holding a newborn.,A young woman is holding a gun.,0.783514,0.325100,0.458414
Three young men are watching a tennis match on a large screen outdoors.,Young men watch a tennis match on a screen outdoors.,Three men enjoy a football game on a plasma indoors.,0.918421,0.489041,0.429379
A large amount of persons flying kites in a park.,a lot of people are flying kites.,one person is flying his kite.,0.798687,0.589401,0.209287
A man is taking pictures hanging outside of a red rally car.,The man is near the car.,The man is alone in the bathroom.,0.568329,0.032069,0.536260
